TXNAME	GENEID	Bear_R1.sorted	CML10_R1.sorted	Chipie_R1.sorted	ChrystalPoumon_R1.sorted	ChrystalRate_R1.sorted	Popsi_R1.sorted	Twiny_R1.sorted	Vico_R1.sorted
ENSCAFT00805046526	ENSCAFG00805025673	0	0	0	0	0	4	0	0
ENSCAFT00805046527	ENSCAFG00805025672	0	0	0	0	0	0	0	0
ENSCAFT00805046528	ENSCAFG00805025436	0.25	0	1	1.75	0	0	2	0
ENSCAFT00805046529	ENSCAFG00805025671	0	0	0	0	0	0	0	0
ENSCAFT00805046530	ENSCAFG00805025676	0	0	0	0	0	0	0	0
ENSCAFT00805046531	ENSCAFG00805025636	0	1	0	0	0	0	0	0
ENSCAFT00805046532	ENSCAFG00805025671	0	0	0	0	0	0	0	0
ENSCAFT00805046533	ENSCAFG00805025677	0	0	0	0	0	0	0	0
ENSCAFT00805046534	ENSCAFG00805025588	0	0	0	0	0	0	0	0
ENSCAFT00805046535	ENSCAFG00805025671	0	0	0	0	0	0	0	0
ENSCAFT00805046536	ENSCAFG00805025601	0	0	0	0	0	0	0	0
ENSCAFT00805046537	ENSCAFG00805025661	0	0	0	0	0	0	0	0
ENSCAFT00805046538	ENSCAFG00805025680	0	0	0	0	0	0	0	0
ENSCAFT00805046539	ENSCAFG00805025675	0	0	0	0	0	0	0	0
ENSCAFT00805046540	ENSCAFG00805025504	0	0	0	0	0	0	0	0
ENSCAFT00805046541	ENSCAFG00805025685	0	0	0	0	0	0	0	0
ENSCAFT00805046542	ENSCAFG00805025681	0	0	0	0	0	0	0	0
ENSCAFT00805046543	ENSCAFG00805025683	0	0	0	0	0	0	0	0
ENSCAFT00805046544	ENSCAFG00805025540	0	2.5367	0	0	0	0	0	0
ENSCAFT00805046545	ENSCAFG00805025678	0	0	7.56	0	0	10.56522	0	0
ENSCAFT00805046546	ENSCAFG00805025638	0	0	10.85714	18.95855	5.75	7.14286	6.55221	0
ENSCAFT00805046547	ENSCAFG00805025662	25.98656	44.21266	0	0	0	9.24203	18.76756	0
ENSCAFT00805046548	ENSCAFG00805025688	0	0	0	0	0	0	0	0
ENSCAFT00805046549	ENSCAFG00805025687	0	0	0	0	0	0	0	0
ENSCAFT00805046550	ENSCAFG00805025679	0	0	0	0	0	0	0	0
ENSCAFT00805046551	ENSCAFG00805025691	3	3	3	0	0	0	1	1
ENSCAFT00805046552	ENSCAFG00805025599	0	3.15497	0	13.80951	3.20774	0	2.01513	0
ENSCAFT00805046553	ENSCAFG00805025684	437	1030	1388	1205	608	1338	683	772
ENSCAFT00805046554	ENSCAFG00805025689	0	0	0	0	0	0	0	0
ENSCAFT00805046555	ENSCAFG00805025693	77	80	14	3	4	5	83	0
ENSCAFT00805046556	ENSCAFG00805025638	0	0	0	0	5.75	0	0	0
ENSCAFT00805046557	ENSCAFG00805025696	0	0	0	0	0	0	0	0
ENSCAFT00805046558	ENSCAFG00805025674	0	0	0	2	0.5	1.6	0.5	1
ENSCAFT00805046559	ENSCAFG00805025689	0	0	0	0	0	0	0	0
ENSCAFT00805046560	ENSCAFG00805025690	274	745	614	1676.99283	901	257	476	440
ENSCAFT00805046561	ENSCAFG00805025678	0	0	0	0	0	0	0	0
ENSCAFT00805046562	ENSCAFG00805025695	0	0	0	0	0	0	0	0
ENSCAFT00805046563	ENSCAFG00805025697	0	0	0	0	0	0	0	0
ENSCAFT00805046564	ENSCAFG00805025689	0	0	0	0	0	0	0	0
ENSCAFT00805046565	ENSCAFG00805025689	0	0	0	0	0	0	0	0
ENSCAFT00805046566	ENSCAFG00805025690	0	0	0	2.00717	0	0	0	0
ENSCAFT00805046567	ENSCAFG00805025661	0	0	0	0	0	0	0	0
ENSCAFT00805046568	ENSCAFG00805025682	38.67439	51.73913	22.15385	93.53326	63.91961	89.69603	101.48527	49
ENSCAFT00805046569	ENSCAFG00805025694	0	126.77778	0	0.00207	0	95.04651	16	28.5
ENSCAFT00805046570	ENSCAFG00805025698	0	0	0	0	0	4	0	0
ENSCAFT00805046571	ENSCAFG00805025689	0	0	0	0	0	0	0	0
ENSCAFT00805046572	ENSCAFG00805025700	5	4	9	6	0	11	8	13
ENSCAFT00805046573	ENSCAFG00805025434	9.33265	15.66513	2.43003	3.0148	0.2427	0	15.68632	0
ENSCAFT00805046574	ENSCAFG00805025674	0	0	0	0	0.5	6.4	0.5	0
ENSCAFT00805046575	ENSCAFG00805025699	0	0	0	0	0	0	0	0
ENSCAFT00805046576	ENSCAFG00805025675	0	0	2.11312	0	0	0	0	0
ENSCAFT00805046577	ENSCAFG00805025702	0	3	1	35	0	11	1	0
ENSCAFT00805046578	ENSCAFG00805025686	201.41045	311.52907	399.89147	548.79723	263.79868	213.37475	440.72018	216.07811
ENSCAFT00805046579	ENSCAFG00805025348	11.87024	25.83961	22.82486	109.96587	22.56914	57.75308	28.59233	31.88066
ENSCAFT00805046580	ENSCAFG00805025701	0	0	0	0	0	0	0	0
ENSCAFT00805046581	ENSCAFG00805025704	0	0	0	0	0	0	0	0
ENSCAFT00805046582	ENSCAFG00805025527	93.41194	320.36284	175.6181	271.57954	65.63646	452.19005	330.7086	85.10912
ENSCAFT00805046583	ENSCAFG00805025638	0	0	0	0	5.75	0	0	0
ENSCAFT00805046584	ENSCAFG00805024583	17.93239	48.33948	0	29.76792	31.69265	82.64821	72.00561	14.01674
ENSCAFT00805046585	ENSCAFG00805025601	0	6.73892	1.91865	0	0	0	0	0
ENSCAFT00805046586	ENSCAFG00805025705	0	0	0	0	0	0	0	0
ENSCAFT00805046587	ENSCAFG00805025348	0	0	0	0	0	0	0	2.25492
ENSCAFT00805046588	ENSCAFG00805025706	1	1	0	0	0	1	0	0
ENSCAFT00805046589	ENSCAFG00805025707	0	0	0	0	0	1	0	0
ENSCAFT00805046590	ENSCAFG00805025708	0	0	0	0	0	0	0	0
ENSCAFT00805046591	ENSCAFG00805025682	0	0	0	0	1.70643	0	1.67972	0
ENSCAFT00805046592	ENSCAFG00805025706	0	0	0	0	0	0	0	0
ENSCAFT00805046593	ENSCAFG00805025675	433.54545	218.23822	211.30206	239.7781	52.90784	152.86852	387.80948	94.88643
ENSCAFT00805046594	ENSCAFG00805025713	0	0	0	0	0	0	0	0
ENSCAFT00805046595	ENSCAFG00805025710	0	0	0	0	0	0	0	0
ENSCAFT00805046596	ENSCAFG00805025348	0	0	0	0	0	0	0	0
ENSCAFT00805046597	ENSCAFG00805025712	0	0	0	0	0	0	0	0
ENSCAFT00805046599	ENSCAFG00805025694	91	36.22222	68	106.99793	39	8.95349	144	28.5
ENSCAFT00805046600	ENSCAFG00805025714	0	0	0	0	0	0	0	0
ENSCAFT00805046601	ENSCAFG00805025652	1.19266	38.64299	10.49789	88.79746	6.806	12.19243	37.48153	13.10544
ENSCAFT00805046602	ENSCAFG00805025718	0	1	0	0	0	0	0	1
ENSCAFT00805046603	ENSCAFG00805025716	0	0	2.16936	2.62614	0	0	0	0
ENSCAFT00805046604	ENSCAFG00805025682	0	0	0	0	1.4149	0	0	0
ENSCAFT00805046605	ENSCAFG00805025670	735	1361	591	983	991	2102	654	294
ENSCAFT00805046606	ENSCAFG00805025719	0	0	0	0	0	0	0	0
ENSCAFT00805046607	ENSCAFG00805025348	0	0	0	0	0	0	0	0
ENSCAFT00805046608	ENSCAFG00805025711	0	0	0	0	0	0	0	0
ENSCAFT00805046609	ENSCAFG00805025686	1.89053	0	0	1.84607	1.97186	1.62525	0	0
ENSCAFT00805046610	ENSCAFG00805025722	0	1	0	0	0	1	0	0
ENSCAFT00805046611	ENSCAFG00805024583	17.93239	48.33948	0	29.76792	31.69265	82.64821	72.00561	14.01674
ENSCAFT00805046612	ENSCAFG00805025720	0	0	0	1	0	1.6475	0	2.79837
ENSCAFT00805046613	ENSCAFG00805025692	69.08677	70.19099	19.4323	36.52272	6.2407	33.76988	16.42587	5.7079
ENSCAFT00805046614	ENSCAFG00805025717	0	0	0	0	0	0	0	0
ENSCAFT00805046615	ENSCAFG00805025721	0	0	0	0	0	0	0	0
ENSCAFT00805046616	ENSCAFG00805025662	0	0	0	1.75	2	2.37673	0	0.5
ENSCAFT00805046617	ENSCAFG00805025682	11.32561	18.26087	9.84615	9.46674	3.95906	30.30397	17.83501	0
ENSCAFT00805046618	ENSCAFG00805025715	130	345	128	367.52948	194	159	277	196.88478
ENSCAFT00805046619	ENSCAFG00805025348	0	0	0	0	0	0	0	0
ENSCAFT00805046620	ENSCAFG00805025434	9.33265	31.33026	2.43003	0	0.2427	0	0	0
ENSCAFT00805046621	ENSCAFG00805025601	0	30.99901	1.91865	0	0	2	0	0
ENSCAFT00805046622	ENSCAFG00805025675	3.12509	0	0	0	0	1.99252	1.57467	0
ENSCAFT00805046623	ENSCAFG00805025652	45.71008	131.35701	46.52582	43.63303	154.194	53.80757	116.51847	39.89456
ENSCAFT00805046624	ENSCAFG00805025727	1	0	2	1	0	0	7	0
ENSCAFT00805046625	ENSCAFG00805025703	23	100	27	77	42.46154	51	50	46
ENSCAFT00805046626	ENSCAFG00805025725	0	0	0	0	0	0	0	0
ENSCAFT00805046627	ENSCAFG00805025723	0	0	0	0	0	0	0.25	0
ENSCAFT00805046628	ENSCAFG00805025724	0	0	0	0	0	0	0	0
ENSCAFT00805046629	ENSCAFG00805025716	0	3.95647	61.76432	52.51525	4.07143	32.38055	23.17437	7.35558
ENSCAFT00805046630	ENSCAFG00805025527	8.82011	171.33922	0	15.3169	0.33292	0	0	0
ENSCAFT00805046631	ENSCAFG00805025726	0	1	1	0	0	2	0	0
ENSCAFT00805046632	ENSCAFG00805025730	0	0	0	0	0	0	0	0
ENSCAFT00805046633	ENSCAFG00805025715	0	0	0	0	0	0	0	0
ENSCAFT00805046634	ENSCAFG00805025728	0	2	0	0	0	0	0	0
ENSCAFT00805046635	ENSCAFG00805025692	83.91323	810.80901	588.5677	475.47728	213.7593	330.23012	312.57413	93.2921
ENSCAFT00805046636	ENSCAFG00805025732	56	64	19	207	44	62	83	36
ENSCAFT00805046637	ENSCAFG00805025723	0	0	0	0	0	0	0.25	0
ENSCAFT00805046638	ENSCAFG00805025724	0	0	0	0	0	0	0	0
ENSCAFT00805046639	ENSCAFG00805025735	0	0	0	0	0	0	0	0
ENSCAFT00805046640	ENSCAFG00805025736	0	0	0	0	0	0	0	0
ENSCAFT00805046641	ENSCAFG00805025729	0	0	0	5.30814	0.5	0	0	4
ENSCAFT00805046642	ENSCAFG00805025348	0	0	0	0.5	0	0	0	0
ENSCAFT00805046643	ENSCAFG00805025733	2	0	0	0	0	0	0	0
ENSCAFT00805046644	ENSCAFG00805025737	0	0	0	0	0	0	0	0
ENSCAFT00805046645	ENSCAFG00805025715	0	0	0	7.47052	0	0	0	3.11522
ENSCAFT00805046646	ENSCAFG00805025711	0	0	0	0	0	0	0	0
ENSCAFT00805046647	ENSCAFG00805025731	106.78879	88.75379	12.71065	0	0	42.52057	38.14417	0
ENSCAFT00805046648	ENSCAFG00805025738	0	0	0	0	0	0	0	0
ENSCAFT00805046649	ENSCAFG00805025739	0	0	0	0	0	0	0	0
ENSCAFT00805046650	ENSCAFG00805025740	0	0	0	0	0	0	0	0
ENSCAFT00805046651	ENSCAFG00805025686	4.69902	2.47093	15.10853	25.35671	1.22946	0	23.27982	4.92189
ENSCAFT00805046652	ENSCAFG00805025741	0	0	0	0	0	0	0	0
ENSCAFT00805046653	ENSCAFG00805025742	0	0	0	0	0	0	0	0
ENSCAFT00805046654	ENSCAFG00805025745	0	0	0	0	0	0	0	0
ENSCAFT00805046655	ENSCAFG00805025746	0	0	0	0	0	0	0	0
ENSCAFT00805046656	ENSCAFG00805025348	0	0	0	0.5	0	0	0	0
ENSCAFT00805046657	ENSCAFG00805025731	0	0	0	0	0	0	0	0
ENSCAFT00805046658	ENSCAFG00805025733	0	0	0	0	0	0	0	0
ENSCAFT00805046659	ENSCAFG00805025703	0	0	0	0	3.53846	0	0	0
ENSCAFT00805046660	ENSCAFG00805025533	2.26087	19.04762	10.4	5.69231	11.66924	12.375	28.31633	7.91304
ENSCAFT00805046661	ENSCAFG00805025662	0	0	0	0	0	0	0	0
ENSCAFT00805046662	ENSCAFG00805025744	126	211	143	301	123	135	248	146
ENSCAFT00805046663	ENSCAFG00805025734	0	4	9	0	0	15	0	0
ENSCAFT00805046664	ENSCAFG00805025729	4.46544	1.51144	0	0.36763	0.5	1.27996	0	0
ENSCAFT00805046665	ENSCAFG00805025743	25	135	156	33	29	26	62	18
ENSCAFT00805046666	ENSCAFG00805025723	0	0	0	0	0	0	0.25	0
ENSCAFT00805046667	ENSCAFG00805025692	0	0	0	0	0	0	0	0
ENSCAFT00805046668	ENSCAFG00805025348	0	0	0	0	0	0	0	0
ENSCAFT00805046669	ENSCAFG00805025662	0	43.28291	0	1.75	0	0	0	0
ENSCAFT00805046670	ENSCAFG00805025749	0	0	0	0	0	0	0	0
ENSCAFT00805046671	ENSCAFG00805025748	33	42	49	0	0	58	67	0
ENSCAFT00805046672	ENSCAFG00805025711	0	0	0	0	0	0	0	0
ENSCAFT00805046673	ENSCAFG00805025747	0	0	1.04957	10421.82401	603.41121	0	0	174.95231
ENSCAFT00805046674	ENSCAFG00805025752	0	0	0	0	0	0	0	0
ENSCAFT00805046675	ENSCAFG00805025662	0	4.81931	0	0	0	0	0	0
ENSCAFT00805046676	ENSCAFG00805025757	0	0	0	0	0	0	0	0
ENSCAFT00805046677	ENSCAFG00805025751	104.57143	455.61415	292.07048	722.21887	202.07947	203.30337	98.80952	425.77522
ENSCAFT00805046678	ENSCAFG00805025754	0	0	0	0	1.96631	0	0	0
ENSCAFT00805046679	ENSCAFG00805025758	0	0	0	0	0	0	0	0
ENSCAFT00805046680	ENSCAFG00805025434	9.33265	0	2.43003	9.20587	0.2427	6.28025	27.34369	0
ENSCAFT00805046681	ENSCAFG00805025750	0	0	0	1.09708	0	0	0	0
ENSCAFT00805046682	ENSCAFG00805025723	0	0	0	0	0	3	0.25	0
ENSCAFT00805046683	ENSCAFG00805025753	45	81	44	1090	76	31	338	454
ENSCAFT00805046684	ENSCAFG00805025759	0	0	0	0	0	0	0	0
ENSCAFT00805046685	ENSCAFG00805025751	3.42857	36.38585	7.92952	55.78113	6.92053	14.69663	1.19048	30.22478
ENSCAFT00805046686	ENSCAFG00805025756	107.95192	188.46626	83.63636	225.89286	49.07692	51.55556	160.90323	52.48837
ENSCAFT00805046687	ENSCAFG00805025760	0	0	0	0	0	0	0	0
ENSCAFT00805046688	ENSCAFG00805025527	22.75053	44.86517	52.29207	4.7265	30.32054	82.05363	44.9081	48.54115
ENSCAFT00805046689	ENSCAFG00805025760	0	0	0	0	0	0	0	0
ENSCAFT00805046690	ENSCAFG00805025754	0	0	0	0	0	0	0	0
ENSCAFT00805046691	ENSCAFG00805025763	0	0	0	0	0	0	0	0.66667
ENSCAFT00805046692	ENSCAFG00805025766	0	0	0	0	0	0	0	0
ENSCAFT00805046693	ENSCAFG00805025769	1	0	0	0	0	0	0	0
ENSCAFT00805046694	ENSCAFG00805025763	0	0	0	0	0	0	0	0.66667
ENSCAFT00805046695	ENSCAFG00805025762	0	1	0	0	0	0	0	0
ENSCAFT00805046696	ENSCAFG00805025747	0	0	1.95043	80977.17599	2905.58879	0	1	884.04769
ENSCAFT00805046697	ENSCAFG00805025770	0	4	6	0	8	1	1	5
ENSCAFT00805046698	ENSCAFG00805025771	0	0	0	0	0	0	0	0
ENSCAFT00805046699	ENSCAFG00805025754	0	0	0	0	3.03369	0	0	0
ENSCAFT00805046700	ENSCAFG00805025763	0	0	0	0	0	0	0	0
ENSCAFT00805046701	ENSCAFG00805025756	0	0	0	0	0	0	0	0
ENSCAFT00805046702	ENSCAFG00805025772	14.66667	102.68577	328.08369	164.99248	151.99137	100.43765	66.625	71.3257
ENSCAFT00805046703	ENSCAFG00805025768	387	911.58952	492.58294	684.16901	337	395.04762	403.9816	385.25
ENSCAFT00805046704	ENSCAFG00805025773	0	0	0	0	0	0	0	0
ENSCAFT00805046705	ENSCAFG00805025774	0	0	0	0	0	0	0	0
ENSCAFT00805046706	ENSCAFG00805025775	74	109	14	19	3	11	15	5
ENSCAFT00805046707	ENSCAFG00805025765	1	0	0	0	0	0	0	0
ENSCAFT00805046708	ENSCAFG00805025761	9.67025	0	0	0	0	1.67535	0	0
ENSCAFT00805046709	ENSCAFG00805025767	1	0	0	4530	2078	1	0	1427
ENSCAFT00805046710	ENSCAFG00805025778	0	0	0	0	0	0	0	0
ENSCAFT00805046711	ENSCAFG00805025777	0	0	0	0	0	0	0	0
ENSCAFT00805046712	ENSCAFG00805025768	0	50.41048	14.41706	19.83099	0	12.95238	5.0184	28.75
ENSCAFT00805046713	ENSCAFG00805025776	0	0	0	0	0	0	0	0
ENSCAFT00805046714	ENSCAFG00805025754	0	0	0	0	0	0	0	0
ENSCAFT00805046715	ENSCAFG00805025762	0	2	0	0	0	0	0	0
ENSCAFT00805046716	ENSCAFG00805025780	0	0	0	0	0	0	0	0
ENSCAFT00805046717	ENSCAFG00805025754	0	0	0	0	0	0	0	0
ENSCAFT00805046718	ENSCAFG00805025755	0	0	0	0	0	0	0	0
ENSCAFT00805046719	ENSCAFG00805025782	0	0	0	0	0	0	0	0
ENSCAFT00805046720	ENSCAFG00805025784	0	0	0	0	0	0	0	0
ENSCAFT00805046722	ENSCAFG00805025786	0	0	0	0	0	1	0	0
ENSCAFT00805046723	ENSCAFG00805025750	0	4.16281	1.07794	16.20778	5.29063	8.02092	7.92509	4.17128
ENSCAFT00805046724	ENSCAFG00805025434	0	2.57962	0	0	0	0	0	0
ENSCAFT00805046725	ENSCAFG00805025785	37.67965	109.77143	142.37862	121.45583	43.04348	137.71084	126	38.48936
ENSCAFT00805046726	ENSCAFG00805025527	30.11449	0.00005	67.14508	38.37347	52.73202	13.24593	55.40165	16.54877
ENSCAFT00805046727	ENSCAFG00805025787	335	945	1397	1254	490	1073	555	372
ENSCAFT00805046728	ENSCAFG00805025789	1539	768	993	1590	114	2437	2994	280
ENSCAFT00805046729	ENSCAFG00805025790	0	0	0	0	0	0	0	0
ENSCAFT00805046730	ENSCAFG00805025788	0	0	1.96796	0	4.60117	0	0	0
ENSCAFT00805046731	ENSCAFG00805025761	0	5.30621	4.61745	1.51758	2.64183	0	1.49204	0
ENSCAFT00805046732	ENSCAFG00805025787	0	0	0	0	0	0	0	0
ENSCAFT00805046733	ENSCAFG00805025785	218.32035	342.22857	345.62138	539.54417	121.95652	222.28916	252	162.51064
ENSCAFT00805046734	ENSCAFG00805025794	0	1	0	0	0	0	0	0
ENSCAFT00805046735	ENSCAFG00805025793	257	263	302	467	130	342	656	79
ENSCAFT00805046736	ENSCAFG00805025790	0	0	0	0	0	0	0	0
ENSCAFT00805046737	ENSCAFG00805025799	0	0	0	0	0	0	0	0
ENSCAFT00805046738	ENSCAFG00805025788	18	24.87116	40.88166	53.55286	54.49198	67.77661	46.74745	36.32986
ENSCAFT00805046739	ENSCAFG00805025796	262	309	203	1062	282	262	480	258
ENSCAFT00805046740	ENSCAFG00805025802	0	0	0	0	0	0	0	0
ENSCAFT00805046741	ENSCAFG00805025791	5.68045	25.70457	0	0.33333	0.5	65.02635	10	0.5
ENSCAFT00805046742	ENSCAFG00805025801	1	0	1	1	0	2	0	0
ENSCAFT00805046743	ENSCAFG00805025804	0	0	0	0	0	0	0	0
ENSCAFT00805046744	ENSCAFG00805025790	0	0	0	0	0	0	0	0
ENSCAFT00805046745	ENSCAFG00805025804	0	0	0	0	0	0	0	0
ENSCAFT00805046746	ENSCAFG00805025805	15	84	43	117	14	131	168	6
ENSCAFT00805046747	ENSCAFG00805025792	379.29185	384.36185	666.72222	1605.59067	348.62918	568.79506	1064.99337	480.75029
ENSCAFT00805046748	ENSCAFG00805024393	27.15101	82.99236	49.97785	27.76945	38.08586	80.22026	20.47417	4
ENSCAFT00805046749	ENSCAFG00805025800	0	5.02646	0	0	7.55243	10.3275	2.62671	0
ENSCAFT00805046750	ENSCAFG00805025804	0	0	0	0	0	0	0	1
ENSCAFT00805046751	ENSCAFG00805025808	0	0	0	0	0	0	0	0
ENSCAFT00805046752	ENSCAFG00805025809	0	0	0	0	0	0	0	0
ENSCAFT00805046753	ENSCAFG00805025804	0	0	0	0	0	0	0	0
ENSCAFT00805046754	ENSCAFG00805025788	3	5.52692	7.3003	14.17576	15.32587	9.4827	22.09551	8.38381
ENSCAFT00805046755	ENSCAFG00805025750	0	0	0	0	0	0	0	0
ENSCAFT00805046756	ENSCAFG00805025795	0	0	0	0	0	0	0	0
ENSCAFT00805046757	ENSCAFG00805025798	111.12957	19	22.6222	4.85107	1	71.3324	6	2
ENSCAFT00805046758	ENSCAFG00805025800	61.66198	108.11693	63.36373	112.69633	11.37165	19.77054	323.45297	7.235
ENSCAFT00805046759	ENSCAFG00805025810	0	0	0	0	0	6.91541	0	0
ENSCAFT00805046760	ENSCAFG00805025812	0	0	0	0	0	0	0	0
ENSCAFT00805046761	ENSCAFG00805025814	0	0	98	0	0	8	0	0
ENSCAFT00805046762	ENSCAFG00805024393	75.73191	19.76845	49.97785	63.13664	62.96237	18.61802	20.47417	4
ENSCAFT00805046763	ENSCAFG00805025815	0	0	0	0	0	0	0	0
ENSCAFT00805046764	ENSCAFG00805025807	6	26.03463	31	39.51074	25	48	19.41176	9
ENSCAFT00805046765	ENSCAFG00805025527	30.11449	269.56165	0	38.37347	0.00001	19.00039	55.40165	16.54877
ENSCAFT00805046766	ENSCAFG00805025791	6.31955	7.04728	9	0.33333	0.5	57.52753	10	0.5
ENSCAFT00805046767	ENSCAFG00805025818	83.36842	13.8	2	33.03571	0	11	40.09091	1.5
ENSCAFT00805046768	ENSCAFG00805025797	0	0	0.6	0	0	0	0	0
ENSCAFT00805046769	ENSCAFG00805025816	0	0	0	0	0	0	0	0
ENSCAFT00805046770	ENSCAFG00805025819	0	0	0	0	0	0	0	0
ENSCAFT00805046771	ENSCAFG00805025798	0	0	0	0	0	0	0	0
ENSCAFT00805046772	ENSCAFG00805025813	59.12414	76.12016	57.65568	12.12808	43.13699	16.92239	118.75895	41.81753
ENSCAFT00805046773	ENSCAFG00805025822	0	0	2	1	1	0	1	2
ENSCAFT00805046774	ENSCAFG00805025803	0	0	0	0	0	0	0	0
ENSCAFT00805046775	ENSCAFG00805025806	25.66667	115	14	165	60	39	33.12507	15.32586
ENSCAFT00805046776	ENSCAFG00805025761	47.21711	57.38133	79.38255	25.70868	22.35817	45.32465	50.50796	4
ENSCAFT00805046777	ENSCAFG00805025823	0	0	0	0	0	0	0	0
ENSCAFT00805046778	ENSCAFG00805025797	0	0	0.6	0	0	0	0	0
ENSCAFT00805046779	ENSCAFG00805025820	96	332	104	157	11	623	140	12
ENSCAFT00805046780	ENSCAFG00805025779	0	0	0	0.5	0	0	13.64797	1
ENSCAFT00805046781	ENSCAFG00805025825	151.62162	146.875	83.92683	701.0041	44.25	173.52475	65.73913	70.55556
ENSCAFT00805046782	ENSCAFG00805025826	1	7	0	0	0	0	1	0
ENSCAFT00805046783	ENSCAFG00805025803	154.74117	308.05169	198.26133	670.52905	121.95058	91.39717	290.9037	78.39791
ENSCAFT00805046784	ENSCAFG00805025813	0	0	0	0	0	0	0	0
ENSCAFT00805046785	ENSCAFG00805025791	0	0	0	0	0	4.25005	0	0
ENSCAFT00805046786	ENSCAFG00805025821	0	2.24498	0	0	0	0	0	0
ENSCAFT00805046787	ENSCAFG00805025806	25.66667	0	14	0	0	0	0	15.32586
ENSCAFT00805046788	ENSCAFG00805025824	86	169	5	80	0	8	68	4
ENSCAFT00805046789	ENSCAFG00805025829	0	0	0	0	0	0	0	0
ENSCAFT00805046790	ENSCAFG00805025817	37.68573	25.32455	24.19838	69.33707	82.73102	29.40197	56.47342	14.94312
ENSCAFT00805046791	ENSCAFG00805025816	31	211.96602	562.92661	5	1063	908	5	360
ENSCAFT00805046792	ENSCAFG00805025832	21	3.47046	48.33333	13	0	1.40688	78	0
ENSCAFT00805046793	ENSCAFG00805025795	0	0	0	0	0	0	0	0
ENSCAFT00805046794	ENSCAFG00805025825	68.37838	88.125	102.07317	203.9959	14.75	207.47525	114.26087	56.44444
ENSCAFT00805046795	ENSCAFG00805025813	0	19.02461	0	17.03543	4.01205	5.29213	5.17707	5.26851
ENSCAFT00805046796	ENSCAFG00805025797	0	1	0.6	1	1.0624	1	0	0
ENSCAFT00805046797	ENSCAFG00805025836	0	0	0	0	0	0	0	0
ENSCAFT00805046798	ENSCAFG00805025816	0	1.03398	2.07339	0	0	0	0	0
ENSCAFT00805046799	ENSCAFG00805025834	0	0	0	0	0	0	0	0
ENSCAFT00805046800	ENSCAFG00805025840	0	0	0	0	0	0	1	0
ENSCAFT00805046801	ENSCAFG00805025838	0	0	0	0	0	0	0	0
ENSCAFT00805046802	ENSCAFG00805025842	2	1	1	0	0	0	0	0
ENSCAFT00805046803	ENSCAFG00805025838	0	0	0	0	0	0	0	0
ENSCAFT00805046804	ENSCAFG00805025821	24	2.24498	27	0	0	19	60	0
ENSCAFT00805046805	ENSCAFG00805025779	0	0	0	0.5	0	0	13.64797	1
ENSCAFT00805046806	ENSCAFG00805025831	0	4.5	3.57447	0	0	0	1.29787	0
ENSCAFT00805046807	ENSCAFG00805025844	0	0	0	0	0	0	0	0
ENSCAFT00805046808	ENSCAFG00805025835	0	0	0	0	0	0	0	0
ENSCAFT00805046809	ENSCAFG00805025841	242.68392	154	225.66964	393	292	374	124.60784	140
ENSCAFT00805046810	ENSCAFG00805025813	3.84136	17.77002	11.41236	0	0	3.30611	10.83231	0
ENSCAFT00805046811	ENSCAFG00805025806	25.66667	0	14	0	0	0	17.87493	3.34828
ENSCAFT00805046812	ENSCAFG00805025843	0	5	2	13	3	3	0	1
ENSCAFT00805046813	ENSCAFG00805025846	0	0	0	0	0	11	0	0
ENSCAFT00805046814	ENSCAFG00805025833	0	0	0	0	0	0	0	0
ENSCAFT00805046815	ENSCAFG00805025839	459	945	322	972	267	1048	631	334
ENSCAFT00805046816	ENSCAFG00805025828	135	162	20	269	147	223	254	102
ENSCAFT00805046817	ENSCAFG00805025848	0	0	1	0	0	1	0	0
ENSCAFT00805046818	ENSCAFG00805025851	60	18	68	45	12	31	38	44
ENSCAFT00805046819	ENSCAFG00805025853	0	1	0	0	0	2	1	0
ENSCAFT00805046820	ENSCAFG00805025797	0	0	0.6	0	0	0	0	0
ENSCAFT00805046821	ENSCAFG00805025850	0	0	0	0	0	0	0	0
ENSCAFT00805046822	ENSCAFG00805025846	0	0	0	0	0	0	0	0
ENSCAFT00805046823	ENSCAFG00805025847	193.4026	336.27315	295.90909	342.46531	211.41935	291.42857	208.15819	90.61538
ENSCAFT00805046824	ENSCAFG00805025831	84	58.5	164.42553	1	35	64	59.70213	0
ENSCAFT00805046825	ENSCAFG00805025852	310	441	659	2015	573	596	759	457
ENSCAFT00805046826	ENSCAFG00805025857	0	0	0	0	0	0	0	0
ENSCAFT00805046827	ENSCAFG00805025811	0	0	0	25	0	0	0	11
ENSCAFT00805046828	ENSCAFG00805025835	239.17119	973.84428	444.92	950.1892	390	167.87754	495.50687	179
ENSCAFT00805046829	ENSCAFG00805025764	0	0	0.33333	0	0	0.66667	0	0
ENSCAFT00805046830	ENSCAFG00805025813	0	0	0	0	0	0	2.03163	0
ENSCAFT00805046831	ENSCAFG00805025859	0	0	0	2	0	1	0	0
ENSCAFT00805046832	ENSCAFG00805025855	116	237	35	163	16	12	1	8
ENSCAFT00805046833	ENSCAFG00805025824	0	0	0	0	0	0	0	0
ENSCAFT00805046834	ENSCAFG00805025861	0	0	0	0	0	0	0	0
ENSCAFT00805046836	ENSCAFG00805025860	0	0	0	0	0	0	0	0
